base,shoulder,elbow,wrist1,wrist2,gripper
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
86.00953031620001,50,180,90,120,50
85.55567215274992,50,180,90,120,50
84.77811826714995,50,180,90,120,50
84.70530116682495,50,180,90,120,50
84.48316935982508,50,180,90,120,50
84.10201804882506,50,180,90,120,50
83.87187259452496,50,180,90,120,50
83.80003584477491,50,180,90,120,50
83.57762055942493,50,180,90,120,50
84.98273371162489,50,180,90,120,50
88.77519692574987,50,180,90,120,50
88.34522273294988,50,180,90,120,50
87.99774719247488,50,180,90,120,50
88.05269951047487,50,180,90,120,50
87.37499321124987,50,180,90,120,50
85.24852307209981,50,180,90,120,50
84.70097398704988,50,180,90,120,50
84.71057123224982,50,180,90,120,50
84.67565543039984,50,180,90,120,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
